array_size,comparisons,swaps
1400,13331,8502
1400,13163,8334
1400,13887,8825
1400,13569,8645
1400,13556,8553
1400,11253,7278
1400,13968,8959
1400,13713,8746
1400,13911,8836
1400,11655,7412
1400,13747,8776
1400,13472,8712
1400,11452,7295
1400,14266,9090
1400,13482,8578
1400,13338,8482
1400,13694,8668
1400,13566,8660
1400,13622,8612
1400,11922,7613
1400,14137,9100
1400,13178,8336
1400,14184,8936
1400,13943,8868
1400,13296,8480
1400,14300,9137
1400,14045,8955
1400,14087,8963
1400,12668,8123
1400,13647,8718
1400,13824,8841
1400,13383,8462
1400,13809,8816
1400,13098,8367
1500,14061,9047
1500,15192,9635
1500,15052,9539
1500,14908,9556
1500,14781,9441
1500,14741,9365
1500,13850,8745
1500,14993,9505
1500,15197,9648
1500,14673,9259
1500,14405,9180
1500,15202,9628
1500,12161,7777
1500,15020,9508
1500,14128,8950
1500,14937,9601
1500,15170,9579
1500,15035,9586
1500,14553,9281
1500,14099,8929
1500,15061,9548
1500,14715,9276
1500,14832,9399
1500,14489,9172
1500,14849,9449
1500,15330,9720
1500,14517,9170
1500,14152,9088
1500,12680,8077
1500,14788,9399
1500,14660,9345
1500,14983,9536
1500,15285,9704
1500,14439,9204
1500,14770,9356
1500,14599,9270
1500,15067,9557
1500,15014,9594
1500,13373,8599
1500,15213,9577
1500,15076,9598
1500,14488,9329
1500,14350,9200
1500,14755,9351
1500,14432,9212
1500,13887,8829
1500,14621,9310
1500,15050,9563
1500,12329,7841
1500,14972,9484
1500,14715,9432
1500,14802,9345
1500,14854,9376
1500,14634,9325
1500,13577,8636
1500,15423,9717
1500,14205,8960
1500,14974,9519
1500,14744,9291
1500,15069,9661
1500,15053,9714
1500,14956,9506
1500,15480,9717
1500,14585,9242
1500,14468,9085
1500,15103,9592
1500,15323,9672
1500,14803,9535
1500,14762,9377
1500,14482,9271
1500,14565,9249
1500,13025,8338
1500,14534,9200
1500,14422,9124
1500,14549,9300
1500,15441,9864
1500,12796,8172
1500,14392,9255
1500,15132,9595
1500,15445,9887
1500,14603,9217
1500,14251,9114
1500,14382,9265
1500,13431,8608
1500,13353,8515
1500,15177,9736
1500,14972,9520
1500,13830,8731
1500,14874,9426
1500,14597,9263
1500,14235,9059
1500,14334,9132
1500,14601,9336
1500,13907,8953
1500,14153,8999
1500,14683,9264
1500,14346,9191
1500,15126,9645
1500,14620,9268
1500,14817,9305
1600,15767,9997
1600,15516,9870
1600,14862,9457
1600,15590,9913
1600,15553,9838
1600,16047,10172
1600,15625,9890
1600,16308,10433
1600,15668,9975
1600,15828,10034
1600,16340,10321
1600,15817,10086
1600,15846,10159
1600,15145,9747
1600,16092,10210
1600,15728,9943
1600,15953,10228
1600,14241,9133
1600,15695,9924
1600,15953,10118
1600,14935,9499
1600,16069,10150
1600,16316,10394
1600,14287,8997
1600,15963,10162
1600,16006,10147
1600,12859,8189
1600,16156,10322
1600,15737,9995
1600,15702,9899
1600,15814,10134
1600,15233,9738
1600,14681,9325
1600,15931,10094
1600,16220,10234
1600,13065,8328
1600,14868,9435
1600,15861,10012
1600,16340,10331
1600,16199,10320
1600,15222,9774
1600,15697,10031
1600,15364,9851
1600,16491,10442
1600,15826,10079
1600,15329,9872
1600,15702,9944
1600,15486,9928
1600,15700,10026
1600,15295,9707
1600,15888,10053
1600,8444,5440
1600,16200,10368
1600,16186,10271
1600,15812,10018
1600,16002,10114
1600,16077,10292
1600,15490,9870
1600,14807,9463
1600,15686,10024
1600,15280,9704
1600,15821,10134
1600,15834,10090
1600,15965,10105
1600,14688,9446
1600,15666,9883
1600,16331,10368
1600,15959,10125
1600,15353,9735
1600,16559,10540
1600,15979,10121
1600,15150,9667
1600,16292,10390
1600,16014,10177
1600,15771,9911
1600,15885,10095
1600,15971,10157
1600,16418,10503
1600,15934,10155
1600,15795,10027
1600,15841,10091
1600,15256,9644
1600,15885,10137
1600,16122,10267
1600,14770,9369
1600,15781,10099
1600,15829,10057
1600,14956,9560
1600,16395,10381
1600,16029,10274
1600,14331,9146
1600,15531,9776
1600,15643,9972
1600,15317,9769
1600,14161,9039
1600,15587,10095
1600,15591,9822
1600,15681,9955
1600,15942,10156
1600,15377,9885
1700,17086,10827
1700,17379,10981
1700,16362,10375
1700,16592,10564
1700,17148,10898
1700,17499,11199
1700,16465,10453
1700,16137,10233
1700,15968,10178
1700,17178,10897
1700,16095,10247
1700,16620,10704
1700,17708,11255
1700,16890,10745
1700,17117,10942
1700,17295,11039
1700,16572,10422
1700,14262,9049
1700,16987,10810
1700,16706,10582
1700,16657,10580
1700,17354,11024
1700,16604,10593
1700,16906,10776
1700,16685,10592
1700,16070,10241
1700,16620,10452
1700,16054,10175
1700,16133,10400
1700,17137,10864
1700,17344,10982
1700,16427,10483
1700,15488,9912
1700,16474,10475
1700,16732,10698
1700,17252,10975
1700,16815,10600
1700,16812,10701
1700,16990,10724
1700,16611,10534
1700,16110,10305
1700,14526,9257
1700,16968,10775
1700,16406,10569
1700,16625,10638
1700,16474,10483
1700,16908,10690
1700,16326,10374
1700,16946,10764
1700,16664,10710
1700,17170,10897
1700,16968,10714
1700,17496,11172
1700,17219,10958
1700,16923,10698
1700,17016,10807
1700,16776,10698
1700,16959,10829
1700,16791,10728
1700,17331,11044
1700,16764,10721
1700,17701,11251
1700,14555,9286
1700,16906,10790
1700,17928,11418
1700,16852,10714
1700,16412,10511
1700,16242,10385
1700,16756,10674
1700,16775,10625
1700,17221,10930
1700,16017,10186
1700,16822,10669
1700,16363,10443
1700,16694,10602
1700,13837,8848
1700,16962,10916
1700,16615,10445
1700,16264,10340
1700,15198,9759
1700,17002,10889
1700,16916,10865
1700,16630,10573
1700,16620,10618
1700,17114,10938
1700,16995,10858
1700,17226,11021
1700,16309,10364
1700,17330,11021
1700,17131,10974
1700,17189,11075
1700,16684,10692
